Field_Id,Area,Subregion_3.0,Subregion_1.0,Subregion_4.0,Subregion_2.0,Subregion_5.0,Subregion_6.0,Subregion_0.0,Subregion_7.0,lat,lon,Area_0,Area_1,Area_2,Area_3,Area_4,distance_0,distance_1,distance_2,distance_3,distance_4,Cotton,Dates,Grass,Lucern,Maize,Pecan,Vacant,Vineyard,"Vineyard & Pecan (""Intercrop"")"
931,2.12004,0,0,0,1,0,0,0,0,21.817737695243295,-28.668580521510876,1.92415,0.449248,2.71883,2.42848,13.4584,86.4173026327954,225.78282507449896,242.54668113380254,275.4199473526191,347.2051742719528,0,0,0,1,2,0,0,2,0
932,1.92415,0,0,0,1,0,0,0,0,21.817268842093704,-28.667921157355952,2.12004,2.71883,13.4584,0.449248,2.42848,86.4173026327954,159.05232709669468,283.99402095191124,300.1382410791753,361.6992866926046,0,0,0,1,3,0,0,1,0
933,13.4584,0,0,0,1,0,0,0,0,21.814397052822542,-28.667504207748575,2.71883,1.38905,1.92415,0.479219,2.12004,266.30495018711406,269.15971902935183,283.99402095191124,336.4871653882258,347.2051742719528,0,0,0,1,1,0,0,3,0
935,2.71883,0,0,0,1,0,0,0,0,21.816890452575546,-28.66652982982512,1.92415,0.479219,1.38905,2.12004,13.4584,159.05232709669468,218.66270174120788,226.8768509986149,242.54668113380254,266.30495018711406,0,0,0,0,2,0,0,3,0
938,3.26565,0,0,0,0,0,1,0,0,21.525387922607372,-28.39359228791392,1.27673,2.39544,3.84002,0.571298,3.32913,113.64877362287716,147.00892589083963,461.3506982221318,486.32225920555965,549.8955926496486,1,0,0,1,0,0,0,3,0
939,1.27673,0,0,0,0,0,1,0,0,21.526099300658494,-28.394400372028745,3.26565,2.39544,0.571298,0.401423,3.84002,113.64877362287716,260.62272507547044,444.949071959134,502.2911153506188,511.6586832316046,1,0,0,1,0,0,0,3,0
940,2.39544,0,0,0,0,0,1,0,0,21.524428991634466,-28.392574309169042,3.26565,1.27673,3.84002,0.571298,3.32913,147.00892589083963,260.62272507547044,428.55765149155496,566.0834440996185,613.842298916427,1,0,0,2,0,0,0,2,0
943,3.84002,0,0,0,0,0,1,0,0,21.520893655515785,-28.39485067476072,3.65099,0.571298,3.85623,2.39544,3.26565,298.76133747600346,384.87932471805146,412.0777361646613,428.55765149155496,461.3506982221318,0,0,0,1,0,0,1,3,0
945,3.65099,0,0,0,0,0,1,0,0,21.52121275083109,-28.397522796871407,3.85623,0.571298,0.363704,0.165958,0.401423,148.05311145092588,206.7224996434922,220.92424990875026,264.6388991707707,293.9539167302602,0,0,0,0,0,0,0,5,0
946,3.85623,0,0,0,0,0,1,0,0,21.520190292164393,-28.398504562541824,3.65099,3.21794,7.67838,0.363704,0.165958,148.05311145092588,204.9621862898854,253.64922635851318,263.02289895099403,302.42240798308507,1,0,0,0,0,0,1,3,0
949,3.21794,0,0,0,0,0,1,0,0,21.518249425704788,-28.39919938035562,7.67838,3.85623,3.52539,3.65099,0.510909,157.43318283281866,204.9621862898854,249.3656998227125,344.63158148705594,377.2548971932057,1,0,0,0,0,0,1,3,0
950,7.67838,0,0,0,0,0,1,0,0,21.518912444509446,-28.40048950670485,3.21794,0.510909,3.52539,3.85623,0.586041,157.43318283281866,221.2093079994486,246.22781328942062,253.64922635851318,277.14016840676163,0,0,0,0,0,0,0,5,0
951,6.23434,0,0,0,0,0,1,0,0,21.516655020833422,-28.402454800252645,3.52539,0.585929,0.194041,0.279035,3.55895,190.46467352774525,199.3825016511146,205.54914894498236,223.44693817542628,234.18713887776187,0,0,0,1,0,0,0,4,0
952,3.52539,0,0,0,0,0,1,0,0,21.516413264779214,-28.40075516232493,6.23434,3.55895,7.67838,3.21794,0.194041,190.46467352774525,240.7985316938378,246.22781328942062,249.3656998227125,339.0254868022258,1,0,0,1,0,0,0,3,0
955,3.55895,0,0,0,0,0,1,0,0,21.51433881742076,-28.401921295287266,1.43678,6.23434,3.52539,1.84038,2.81072,202.2359616732301,234.18713887776187,240.7985316938378,243.1273704777828,327.9221581500967,1,0,0,0,0,0,0,4,0
958,0.585929,0,0,0,0,0,1,0,0,21.517686938272995,-28.404001169413387,0.139866,0.194041,0.279035,6.23434,0.510909,56.08201784878702,135.3208349976321,138.91963605147743,199.3825016511146,248.1670973606756,0,1,0,0,0,0,0,4,0
959,0.571298,0,0,0,0,0,1,0,0,21.523325425413187,-28.39757180130567,0.401423,0.363704,0.165958,3.65099,3.85623,124.24611557911435,154.9944854218818,174.998718273872,206.7224996434922,323.72567724298915,0,0,0,0,0,0,1,4,0
961,0.401423,0,0,0,0,0,1,0,0,21.523995471071363,-28.398521069311663,0.165958,0.363704,0.571298,3.65099,3.85623,104.26990597660782,120.4365294334004,124.24611557911435,293.9539167302602,372.20365179520456,0,0,0,0,0,0,1,4,0
962,0.363704,0,0,0,0,0,1,0,0,21.522841635258295,-28.398899145410276,0.165958,0.401423,0.571298,3.65099,3.85623,43.91504120751935,120.4365294334004,154.9944854218818,220.92424990875026,263.02289895099403,0,0,0,0,0,0,1,4,0
963,0.165958,0,0,0,0,0,1,0,0,21.523196140127453,-28.399141488008482,0.363704,0.401423,0.571298,3.65099,3.85623,43.91504120751935,104.26990597660782,174.998718273872,264.6388991707707,302.42240798308507,0,0,0,0,0,0,1,4,0
964,0.586041,0,0,0,0,0,1,0,0,21.52036725382596,-28.4026282745163,0.510909,0.194041,7.67838,0.585929,0.139866,90.50640586704172,178.68976899733096,277.14016840676163,303.3688306918296,339.6790666229598,1,1,0,0,0,0,0,3,0
965,0.510909,0,0,0,0,0,1,0,0,21.519473751234152,-28.402416644593146,0.586041,0.194041,7.67838,0.585929,6.23434,90.50640586704172,113.06993262587453,221.2093079994486,248.1670973606756,275.73326048683225,1,0,0,0,0,0,0,4,0
967,0.194041,0,0,0,0,0,1,0,0,21.518622432221157,-28.40310457252805,0.510909,0.585929,0.586041,0.139866,6.23434,113.06993262587453,135.3208349976321,178.68976899733096,183.5326934069937,205.54914894498236,0,1,0,0,0,0,0,4,0
968,6.39225,0,0,0,1,0,0,0,0,21.738067529398784,-28.50820764326199,3.08129,6.2731,5.6509,1.94362,5.49989,192.71881855981326,236.50038603567677,267.7772385040205,279.1255981435755,331.5829711791162,0,0,0,4,0,0,0,0,1
969,3.08129,0,0,0,1,0,0,0,0,21.73930950117196,-28.506861269582444,6.39225,6.2731,0.431903,1.12667,0.469752,192.71881855981326,209.01102760835954,221.4502525743024,265.142815216626,277.5961359118803,0,0,0,2,0,0,0,3,0
974,0.469752,0,0,0,1,0,0,0,0,21.740483728064206,-28.504588021441517,1.12667,3.08129,0.431903,6.2731,5.49989,80.6526621893156,277.5961359118803,284.5839911516583,428.12063914013555,443.7235712709941,0,0,0,4,0,0,0,1,0
975,1.12667,0,0,0,1,0,0,0,0,21.741100524857856,-28.5050700029707,0.469752,0.431903,3.08129,6.2731,3.42474,80.6526621893156,215.3442917100068,265.142815216626,379.50178456691685,426.7113856935359,0,0,0,2,0,1,0,2,0
976,5.49989,0,0,0,1,0,0,0,0,21.73614058033136,-28.505753063389477,1.94362,5.6509,6.37211,3.96424,6.39225,104.8451092360126,210.65229184484855,254.48900732767996,314.66972949385274,331.5829711791162,0,0,0,2,0,0,0,2,1
977,1.94362,0,0,0,1,0,0,0,0,21.735823869332187,-28.506653946948205,5.49989,5.6509,3.96424,6.39225,6.37211,104.8451092360126,105.93124561596528,274.56574956905735,279.1255981435755,280.38726810009996,0,0,0,2,0,0,0,2,1
978,5.6509,0,0,0,1,0,0,0,0,21.73543360146479,-28.507542738584686,1.94362,5.49989,3.96424,6.39225,6.37211,105.93124561596528,210.65229184484855,264.5323315264623,267.7772385040205,333.4515412003869,0,0,0,3,0,0,0,2,0
979,6.37211,0,0,0,1,0,0,0,0,21.73369700313176,-28.504961276446064,3.96424,5.49989,9.87828,1.94362,5.6509,179.28213687940942,254.48900732767996,263.0084554864698,280.38726810009996,333.4515412003869,0,0,0,2,0,0,0,2,1
980,3.96424,0,0,0,1,0,0,0,0,21.73302259183281,-28.506460725951975,6.37211,5.6509,1.94362,9.87828,3.96839,179.28213687940942,264.5323315264623,274.56574956905735,284.9485617638459,291.8316618720763,0,0,0,2,0,0,0,2,1
982,3.96839,0,0,0,1,0,0,0,0,21.730037015839905,-28.506392392822125,9.87828,4.36752,3.96424,4.11801,6.37211,223.99912641323365,241.1827087693812,291.8316618720763,294.52424263319534,391.440763654383,0,0,0,1,0,0,0,4,0
983,9.87828,0,0,0,1,0,0,0,0,21.731040417716528,-28.50458115086548,3.96839,4.11801,6.37211,3.88828,3.96424,223.99912641323365,257.24526441854846,263.0084554864698,272.5862052690808,284.9485617638459,0,0,0,1,0,0,1,3,0
984,3.88828,0,0,0,1,0,0,0,0,21.728965185128956,-28.502942961066616,4.11801,2.95697,3.78996,9.87828,3.74098,141.74364569145,244.94763979830023,254.96388576952216,272.5862052690808,288.0269195861059,0,0,0,0,0,0,0,4,1
985,4.11801,0,0,0,1,0,0,0,0,21.72845684081666,-28.50413685178694,3.88828,4.36752,3.74098,9.87828,3.78996,141.74364569145,172.4179744524992,254.55403854074825,257.24526441854846,289.14452291395895,0,0,0,0,0,0,1,3,1
986,4.36752,0,0,0,1,0,0,0,0,21.727757545776246,-28.505560472399534,4.11801,3.96839,3.74098,3.88828,9.87828,172.4179744524992,241.1827087693812,304.19214634441573,314.0665276483966,338.76607227762366,0,0,0,0,0,0,1,4,0
988,3.78996,0,0,0,1,0,0,0,0,21.726503101232815,-28.502183925501974,3.74098,2.19381,2.95697,3.88828,1.23287,129.67049674637335,225.83271657496007,248.84189600385568,254.96388576952216,285.17087614850414,0,0,0,0,0,0,1,4,0
989,3.74098,0,0,0,1,0,0,0,0,21.726042315486712,-28.503277517837738,3.78996,2.19381,4.11801,2.57725,1.23287,129.67049674637335,252.08659322854925,254.55403854074825,271.03600275998116,278.91997007218373,0,0,0,0,0,0,0,4,1
990,2.95697,0,0,0,1,0,0,0,0,21.72848672544618,-28.500780594997977,3.88828,3.78996,0.182571,3.74098,4.11801,244.94763979830023,248.84189600385568,362.17610879188067,366.254609125632,373.21015731173634,0,0,0,0,0,0,1,3,1
991,4.41568,0,0,0,1,0,0,0,0,21.732723082943753,-28.501545738037233,0.182571,0.407817,9.87828,6.37211,3.88828,157.52735599925867,177.30038067716544,375.4425542932134,391.532770081631,398.7281159004105,0,0,0,1,0,0,1,3,0
992,0.407817,0,0,0,1,0,0,0,0,21.733863806906573,-28.500305791176196,0.182571,4.41568,6.37211,2.95697,9.87828,168.80732014666634,177.30038067716544,517.9228919512474,528.0914682586126,549.6560026766745,0,0,0,1,0,0,0,4,0
993,0.182571,0,0,0,1,0,0,0,0,21.73213876706423,-28.50022540079645,4.41568,0.407817,2.95697,3.88828,9.87828,157.52735599925867,168.80732014666634,362.17610879188067,432.9955438372675,496.0866683325889,0,0,0,0,0,0,1,4,0
994,6.98165,0,0,0,0,1,0,0,0,21.725255479332684,-28.51328960529274,2.16086,0.766031,3.92077,1.11927,0.430538,159.95307437066094,162.04896419941994,186.69465051191716,222.44930616419467,231.9113106452794,0,0,0,0,0,2,0,3,0
995,0.766031,0,0,0,0,1,0,0,0,21.72499025691721,-28.514728191654676,0.430538,0.0548302,6.98165,1.94983,1.11927,78.74606853706102,158.40764539001518,162.04896419941994,175.15729704680632,175.2495829241749,0,0,0,1,0,0,0,4,0
996,1.94983,0,0,0,0,1,0,0,0,21.726585453652213,-28.515446953418937,1.11927,0.766031,3.30725,0.0548302,3.92077,77.4014418421513,175.15729704680632,180.94632926835763,191.26583641008435,197.6445973233946,0,0,0,1,0,1,0,3,0
997,1.11927,0,0,0,0,1,0,0,0,21.726783170861385,-28.514772894641197,1.94983,3.92077,0.766031,3.99508,3.30725,77.4014418421513,120.24472760683737,175.2495829241749,194.06516545860887,207.71457029516844,0,0,0,1,0,2,0,2,0
998,3.30725,0,0,0,0,1,0,0,0,21.728283597640498,-28.516096264312385,0.894531,1.98587,1.94983,3.99508,1.11927,154.43717590894948,176.32766620084004,180.94632926835763,184.56689150753778,207.71457029516844,0,0,0,0,0,3,0,2,0
999,1.07414,0,0,0,0,1,0,0,0,21.731286330750166,-28.51634597201687,1.56376,0.894531,3.69056,4.33353,1.98587,101.46673810156292,142.77101011966596,165.44300044352607,174.27643733295272,193.17574304556535,0,0,0,0,0,3,0,2,0
1000,1.56376,0,0,0,0,1,0,0,0,21.73232483099693,-28.51634785888257,1.07414,4.33353,3.16994,3.69056,0.894531,101.46673810156292,154.14195023405398,222.37243441611614,242.52445923432796,244.18250024664,0,0,0,0,0,2,0,3,0
1002,3.16994,0,0,0,0,1,0,0,0,21.734219099510327,-28.515239289928363,1.15862,1.5434,0.865836,4.33353,1.56376,97.92179071310244,180.83507212168539,198.70109815415768,205.09647844789174,222.37243441611614,0,0,0,2,0,1,0,2,0
1003,4.33353,0,0,0,0,1,0,0,0,21.732142316787737,-28.514970934932098,1.56376,2.70246,1.07414,3.69056,2.10692,154.14195023405398,159.7073016507864,174.27643733295272,189.150189309474,199.48422791961391,0,0,0,1,0,1,0,3,0
1004,1.15862,0,0,0,0,1,0,0,0,21.73434043098422,-28.51436513539087,3.16994,2.70246,4.27376,4.33353,1.5434,97.92179071310244,186.93191689277504,220.11317476703823,225.08600581285089,230.26460139209013,0,0,0,2,0,1,0,2,0
1006,3.54779,0,0,0,0,1,0,0,0,21.736737960394112,-28.51318344856842,4.27376,1.15862,2.00688,1.5434,3.16994,169.09754179562827,268.5911356206352,288.06154122907157,314.64184545574983,335.89829719717017,0,0,0,3,0,1,0,1,0
1007,4.27376,0,0,0,0,1,0,0,0,21.735176813800432,-28.512527094923914,3.54779,1.38246,1.30737,1.15862,2.70246,169.09754179562827,195.80271145651835,204.71033265439905,220.11317476703823,275.5264091182975,0,0,1,3,1,0,0,0,0
1008,1.30737,0,0,0,0,1,0,0,0,21.733446577760176,-28.511488963413026,1.38246,1.55898,4.27376,2.70246,1.80748,59.706076140789094,181.38456388178906,204.71033265439905,247.91996351117248,279.8917515202403,0,0,1,3,1,0,0,0,0
1009,1.38246,0,0,0,0,1,0,0,0,21.73326423626953,-28.512001449410256,1.30737,1.55898,2.70246,4.27376,1.80748,59.706076140789094,184.49568118538454,188.23325980630554,195.80271145651835,238.7598585377117,0,0,0,3,2,0,0,0,0
1012,2.70246,0,0,0,0,1,0,0,0,21.732635897825112,-28.51360170025719,4.33353,1.80748,1.15862,1.38246,2.10692,159.7073016507864,185.44822553929606,186.93191689277504,188.23325980630554,188.82587808931942,0,0,1,1,1,0,0,2,0
1013,1.55898,0,0,0,0,1,0,0,0,21.731623885699005,-28.511179674632054,1.65785,0.894363,1.30737,1.38246,1.80748,158.3659353648214,167.3505204085702,181.38456388178906,184.49568118538454,188.2952309687435,0,0,1,0,3,0,1,0,0
1016,1.80748,0,0,0,0,1,0,0,0,21.730985844813546,-28.51277754763506,2.10692,2.37891,2.70246,1.55898,0.894363,105.68388227833879,161.54554172238642,185.44822553929606,188.2952309687435,191.30522583063126,0,0,0,2,1,0,0,2,0
1017,2.10692,0,0,0,0,1,0,0,0,21.730706294993606,-28.513695693610305,1.80748,3.69056,2.70246,4.33353,3.99508,105.68388227833879,172.60200596138992,188.82587808931942,199.48422791961391,211.05886825664476,0,0,0,1,1,2,0,1,0
1019,2.37891,0,0,0,0,1,0,0,0,21.729547146718744,-28.51206168610805,0.894363,1.65785,1.80748,4.54203,2.7129,88.7214930730818,157.16027479545585,161.54554172238642,173.47079435517992,211.15396632882985,0,0,0,0,2,0,2,1,0
1020,0.894363,0,0,0,0,1,0,0,0,21.729920208762987,-28.51133424749162,1.65785,2.37891,1.55898,2.7129,1.80748,69.11596138393351,88.7214930730818,167.3505204085702,178.43858897031328,191.30522583063126,0,0,0,1,1,0,2,1,0
1021,1.65785,0,0,0,0,1,0,0,0,21.730086018244137,-28.51072999048362,0.894363,2.37891,1.55898,2.7129,1.80748,69.11596138393351,157.16027479545585,158.3659353648214,168.40582648307424,244.06434205933502,0,0,0,1,2,0,1,1,0
1022,2.7129,0,0,0,0,1,0,0,0,21.728390606436577,-28.510457566278475,1.65785,0.894363,4.54203,2.26757,2.37891,168.40582648307424,178.43858897031328,184.33709307396487,192.3721569112897,211.15396632882985,0,0,1,0,1,0,1,2,0
1023,4.54203,0,0,0,0,1,0,0,0,21.727772286184777,-28.512023783247734,2.37891,2.7129,4.85867,3.92077,0.894363,173.47079435517992,184.33709307396487,191.37693992354102,200.55818133368484,223.43879037626587,0,0,0,0,1,1,1,2,0
1024,4.85867,0,0,0,0,1,0,0,0,21.72605989547114,-28.511188316390555,2.26757,1.45856,4.54203,1.68494,2.7129,157.3258637884765,162.93853909515826,191.37693992354102,202.67109729153037,241.79565653884518,0,0,1,0,0,2,1,1,0
1025,2.26757,0,0,0,0,1,0,0,0,21.72655112665362,-28.50984090619607,4.85867,2.7129,2.80203,1.68494,1.45856,157.3258637884765,192.3721569112897,194.7565186504334,215.72234888578254,258.0819873140607,0,0,0,1,0,2,1,1,0
1026,2.80203,0,0,0,0,1,0,0,0,21.724671680885493,-28.509257703670883,1.68494,1.305,2.26757,1.45856,2.55221,101.75717755520822,166.212566771973,194.7565186504334,215.29102773477206,242.07851318795576,0,0,1,0,0,4,0,0,0
1027,2.03326,0,0,0,0,1,0,0,0,21.723188623625322,-28.515396622598832,0.273783,0.430538,0.669298,0.636423,0.0548302,118.55176237230222,123.86862857826524,144.3406835284695,163.3606432679654,177.51481710789756,0,0,0,0,0,2,0,3,0
1028,0.430538,0,0,0,0,1,0,0,0,21.724445364640964,-28.51524999326294,0.766031,0.0548302,2.03326,1.94983,6.98165,78.74606853706102,104.94915776827249,123.86862857826524,210.24291439756905,231.9113106452794,0,0,0,1,0,0,0,4,0
1029,0.0548302,0,0,0,0,1,0,0,0,21.72479501688653,-28.51614241848933,0.430538,0.766031,2.03326,1.94983,0.636423,104.94915776827249,158.40764539001518,177.51481710789756,191.26583641008435,233.13608105516101,0,0,0,0,0,0,0,5,0
1033,1.7388,1,0,0,0,0,0,0,0,21.850157106506213,-28.739690547082315,1.92894,2.78375,1.22116,2.01374,1.76284,130.6679108937042,134.3636011313917,175.2732895636292,203.83486175656913,214.91198116103473,0,0,0,3,0,0,0,2,0
1035,6.17467,1,0,0,0,0,0,0,0,21.858338811576292,-28.755247508243524,0.5943,3.94605,5.09528,2.35218,5.14622,103.73166054204175,205.36712527828118,215.8397165572276,231.29276237880757,235.7419510137183,0,0,0,0,0,0,0,3,2
1036,0.5943,1,0,0,0,0,0,0,0,21.857384806002447,-28.754834269199396,6.17467,5.14622,2.35218,3.55895,5.09528,103.73166054204175,132.05769530772147,229.3492387474348,246.82910922159536,278.16061746916887,0,0,0,1,0,0,0,2,2
1037,3.55895,1,0,0,0,0,0,0,0,21.855173564050105,-28.755915685231813,2.35218,5.14622,0.5943,1.39635,6.17467,188.71668738348967,208.78296693770037,246.82910922159536,314.00684693950404,317.37493448442694,0,0,0,0,0,0,0,4,1
1038,5.14622,1,0,0,0,0,0,0,0,21.856195531129845,-28.754265599445436,0.5943,3.55895,6.17467,2.35218,5.09528,132.05769530772147,208.78296693770037,235.7419510137183,291.5175182081852,381.57814951770604,0,0,0,1,0,0,0,3,1
1039,5.09528,1,0,0,0,0,0,0,0,21.86010379875769,-28.754075512278334,6.17467,0.5943,3.94605,4.34184,5.14622,215.8397165572276,278.16061746916887,323.87772070947267,324.4329462751208,381.57814951770604,0,0,0,0,0,0,0,4,1
1040,1.39635,1,0,0,0,0,0,0,0,21.85408389285304,-28.75857313395009,0.944484,0.5853,2.05887,3.55895,2.35218,75.78774681581768,176.22668827442328,253.66597922969257,314.00684693950404,328.1569961116315,0,0,0,1,0,0,0,4,0
1041,0.944484,1,0,0,0,0,0,0,0,21.854067575739666,-28.759254559222292,1.39635,0.5853,2.05887,2.35218,3.55895,75.78774681581768,129.6424833206538,229.51829059118427,378.9472011721358,386.6029241158702,0,0,0,1,0,0,0,4,0
1046,3.32913,0,0,0,0,0,1,0,0,21.53065050235779,-28.391853420622738,5.06293,3.2773,2.11684,2.1893,4.01247,202.87497698396703,424.72834310649546,426.23667326357446,441.0887754437019,491.6984393758238,2,0,0,1,0,0,1,1,0
1047,5.06293,0,0,0,0,0,1,0,0,21.532578046691956,-28.391180066652137,3.32913,3.2773,2.11684,2.1893,4.01247,202.87497698396703,222.0482636860382,231.76018247042916,266.94110945311047,351.0066614369507,2,0,0,1,0,0,1,1,0
1049,3.2773,0,0,0,0,0,1,0,0,21.53473462831064,-28.390556878169285,2.11684,2.1893,5.06293,4.55186,4.01247,102.86321677309158,188.42607176541216,222.0482636860382,294.59753800076976,309.6422695374182,2,0,0,2,0,0,1,0,0
1050,2.11684,0,0,0,0,0,1,0,0,21.534274463385792,-28.389725086870133,2.1893,3.2773,4.01247,5.06293,4.55186,85.64605677149693,102.86321677309158,206.8269997054222,231.76018247042916,257.62223272244466,2,0,0,2,0,0,0,1,0
1051,2.1893,0,0,0,0,0,1,0,0,21.533845054355538,-28.389053855416908,2.11684,4.01247,3.2773,4.55186,5.06293,85.64605677149693,121.21732022516176,188.42607176541216,260.98707986882164,266.94110945311047,1,0,0,2,0,0,1,1,0
1052,4.01247,0,0,0,0,0,1,0,0,21.533278850059812,-28.38808417859848,2.1893,2.11684,2.48221,4.55186,3.2773,121.21732022516176,206.8269997054222,296.23578191286623,305.437675754142,309.6422695374182,1,0,0,1,0,0,1,2,0
1053,2.48221,0,0,0,0,0,1,0,0,21.536170961271512,-28.387294340402594,4.55186,4.01247,2.1893,2.11684,3.2773,118.41701029502877,296.23578191286623,300.07933433280624,327.8307738631047,389.03668493582416,2,0,0,1,0,0,1,1,0
1054,4.55186,0,0,0,0,0,1,0,0,21.536387391737776,-28.3883421305337,2.48221,2.11684,2.1893,3.2773,4.01247,118.41701029502877,257.62223272244466,260.98707986882164,294.59753800076976,305.437675754142,2,0,0,0,0,0,1,2,0
1059,0.28731,0,0,0,0,0,1,0,0,21.54005188924346,-28.390356787521,3.15816,0.675777,2.67997,1.91927,1.85944,200.82825743752858,210.12773917776238,299.0646627600975,327.9292215389934,366.3197032083286,0,0,0,1,0,2,0,1,1
1062,0.675777,0,0,0,0,0,1,0,0,21.54219992501116,-28.390345196577986,1.85944,2.67997,0.28731,3.15816,2.35955,156.48519533470218,172.23659817874653,210.12773917776238,227.84876962282664,284.29300301008203,0,0,0,1,0,2,0,2,0
1063,1.85944,0,0,0,0,0,1,0,0,21.543793574956563,-28.390222889204903,2.35955,0.675777,1.40438,2.67997,2.27876,136.71968429084816,156.48519533470218,171.9626813715634,195.71997887570052,257.18389245796146,0,0,0,1,0,1,0,3,0
1064,1.40438,0,0,0,0,0,1,0,0,21.545388029238776,-28.389571654550597,2.35955,2.72009,1.85944,2.27876,1.98633,130.34111646870633,137.2383892494446,171.9626813715634,172.22887969937184,210.12398613096852,0,0,0,0,0,0,0,5,0
1065,2.35955,0,0,0,0,0,1,0,0,21.545076227792137,-28.390711294111743,2.27876,1.40438,1.85944,2.43676,2.72009,122.3941708298704,130.34111646870633,136.71968429084816,234.45474592458336,267.55972274852985,0,0,0,0,0,0,0,5,0
1066,2.72009,0,0,0,0,0,1,0,0,21.545749395950445,-28.388379086122164,1.40438,1.98633,2.35955,1.85944,2.27876,137.2383892494446,142.78978917806464,267.55972274852985,280.425243421958,284.639566179274,0,0,0,0,0,0,0,5,0
1067,1.98633,0,0,0,0,0,1,0,0,21.544397463294622,-28.387894896380164,2.72009,2.67997,1.40438,1.85944,2.35955,142.78978917806464,206.9052911110956,210.12398613096852,265.51598773473205,320.13067908652016,0,0,0,0,0,1,0,4,0
1069,1.91927,0,0,0,0,0,1,0,0,21.540995312846537,-28.38752684581137,3.15816,2.67997,0.28731,0.675777,1.98633,129.9119398568046,211.49070242604952,327.9292215389934,334.8086937218041,335.31811140889147,0,0,0,2,0,2,0,1,0
1071,2.27876,0,0,0,0,0,1,0,0,21.546310677013196,-28.390890836001958,2.43676,2.35955,1.40438,3.02598,1.85944,112.34283919376074,122.3941708298704,172.22887969937184,233.836488950634,257.18389245796146,0,0,0,0,0,0,0,5,0
1072,2.43676,0,0,0,0,0,1,0,0,21.547419935446808,-28.391152540387868,2.27876,3.02598,1.87711,2.35955,2.99542,112.34283919376074,121.58595294493756,211.22380571055444,234.45474592458336,258.3506238300108,0,0,0,0,1,0,0,4,0
1073,3.02598,0,0,0,0,0,1,0,0,21.548600472707495,-28.391494679205085,2.43676,2.99542,1.87711,2.27876,2.07551,121.58595294493756,137.01393603941915,157.20454064453622,233.836488950634,271.7585378652978,0,0,0,0,2,0,0,3,0
1074,2.99542,0,0,0,0,0,1,0,0,21.549964178665938,-28.391775895432215,3.02598,3.22485,1.87711,2.43676,3.20268,137.01393603941915,138.98015325588358,184.36021780030924,258.3506238300108,261.79241130744845,1,0,0,0,1,0,0,3,0
1075,3.22485,0,0,0,0,0,1,0,0,21.551349950293094,-28.39205162760756,2.99542,3.56447,3.20268,3.02598,1.87711,138.98015325588358,149.91140287200648,188.31528524584476,275.9919985526816,285.34438001484057,1,0,0,0,1,0,0,3,0
1076,3.56447,0,0,0,0,0,1,0,0,21.552796662549667,-28.39249644379073,4.08653,3.22485,3.20268,2.50729,2.99542,143.62006916859275,149.91140287200648,222.215102861209,246.21915649494122,288.42459102083274,1,0,0,0,0,0,0,4,0
1077,3.20268,0,0,0,0,0,1,0,0,21.552253190791625,-28.390556048356324,3.22485,3.56447,2.99542,2.07551,1.87711,188.31528524584476,222.215102861209,261.79241130744845,274.8401962743938,290.93764294933715,0,0,0,0,2,0,0,3,0
1080,1.87711,0,0,0,0,0,1,0,0,21.549303177581248,-28.390223222020477,2.07551,3.02598,2.99542,2.43676,3.22485,114.56149660898929,157.20454064453622,184.36021780030924,211.22380571055444,285.34438001484057,0,0,0,0,1,0,0,4,0
1081,2.07551,0,0,0,0,0,1,0,0,21.549831038992856,-28.38930353572841,1.87711,3.02598,3.20268,2.99542,2.43676,114.56149660898929,271.7585378652978,274.8401962743938,275.22217718616076,312.8900646387975,1,0,0,0,1,0,0,3,0
1084,3.37142,0,0,0,0,1,0,0,0,21.72178580323023,-28.509245326279363,3.0871,1.305,2.55221,1.68494,2.80203,97.9742853991991,129.430935974241,254.2618076601136,270.98876301558755,281.9866017866891,0,0,0,2,0,3,0,0,0
1085,3.0871,0,0,0,0,1,0,0,0,21.72084271913184,-28.50894606732419,3.37142,4.19413,1.305,2.55221,1.68494,97.9742853991991,212.8369137061931,214.3169976303486,340.0782998617663,368.9380137800729,0,0,0,0,1,3,0,1,0
1087,2.62593,0,0,0,0,1,0,0,0,21.72026776055177,-28.512848482325698,2.2651,3.74111,0.451908,2.31183,0.669298,104.80431225938145,118.09584751627418,213.24972192240017,229.85384510323792,282.1445112363166,0,0,0,0,0,2,1,1,1
1088,2.2651,0,0,0,0,1,0,0,0,21.71935788597145,-28.512349353048247,2.62593,0.451908,0.198351,3.74111,0.577985,104.80431225938145,125.82125714410301,220.55314810900043,220.74453391582173,321.5975641776539,0,0,0,0,0,0,1,3,1
1089,3.74111,0,0,0,0,1,0,0,0,21.721077237295546,-28.51363717564805,2.62593,0.669298,2.31183,2.2651,0.273783,118.09584751627418,167.42412440371015,178.87745019689967,220.74453391582173,245.99921207785422,0,0,0,0,0,3,2,0,0
1090,0.636423,0,0,0,0,1,0,0,0,21.722507264554554,-28.516738235392687,0.273783,2.03326,0.669298,0.0548302,0.430538,126.0554161026048,163.3606432679654,204.83079815887513,233.13608105516101,251.4824216660577,0,0,0,0,0,2,0,3,0
