,Field_Id,Area,Subregion,Crop_Id_Ne,geometry
447,652,0.65737,4,7,"POLYGON ((2428684.004476772 -3315341.610038734, 2428790.828088258 -3315599.780479892, 2428775.266365498 -3315602.40889061, 2428662.361100321 -3315377.118460489, 2428678.253923561 -3315352.712230118, 2428684.004476772 -3315341.610038734))"
448,654,0.985842,4,4,"POLYGON ((2428874.927611317 -3315580.405354322, 2428899.097946674 -3315592.420932692, 2428926.248186397 -3315654.751922586, 2428924.26158348 -3315660.384255585, 2428827.249141549 -3315696.055754193, 2428806.389811044 -3315649.119592025, 2428793.145791649 -3315620.206999936, 2428807.052012002 -3315603.310060119, 2428843.473065292 -3315587.915089507, 2428874.927611317 -3315580.405354322))"
449,656,6.99809,2,8,"POLYGON ((2429324.375549197 -3315352.038243325, 2429320.93210416 -3315345.009257789, 2429323.316027658 -3315333.594673932, 2429594.553544492 -3315305.659023877, 2429601.44043456 -3315333.414443742, 2429651.237947412 -3315561.708009864, 2429400.661100815 -3315585.438753854, 2429394.039091136 -3315563.810732271, 2429381.854593304 -3315565.312677056, 2429324.375549197 -3315352.038243325))"
450,657,7.08262,2,4,"POLYGON ((2429254.844447487 -3315122.336555197, 2429505.156413689 -3315040.333398518, 2429519.459954623 -3315040.783963907, 2429528.995648567 -3315046.641315397, 2429602.102635518 -3315301.663930421, 2429315.634496422 -3315329.599571946, 2429312.455931761 -3315327.346695412, 2429250.871241658 -3315125.490533015, 2429254.844447487 -3315122.336555197))"
451,658,7.28653,2,4,"POLYGON ((2429626.736511557 -3315303.916802523, 2429863.539578018 -3315255.254851353, 2429960.485799866 -3315534.162377467, 2429958.896517536 -3315538.21761959, 2429685.5399576 -3315555.790350022, 2429671.633737253 -3315530.107136588, 2429621.571344005 -3315308.422547901, 2429626.736511557 -3315303.916802523))"
452,659,1.09558,2,8,"POLYGON ((2430131.333649814 -3315203.439083782, 2430163.913937487 -3315349.424902115, 2430120.605994122 -3315366.546802342, 2430105.905132606 -3315328.698421285, 2430088.820347618 -3315332.753599734, 2430054.253457054 -3315221.46193618, 2430073.324844953 -3315208.845936893, 2430117.824750042 -3315198.482803722, 2430131.333649814 -3315203.439083782))"
453,660,2.35885,2,8,"POLYGON ((2429876.253836616 -3315255.705424143, 2430042.333839618 -3315216.956220746, 2430076.900730182 -3315336.808779441, 2430061.405227518 -3315344.01799091, 2430059.021304025 -3315362.04103696, 2429921.945703473 -3315389.976807402, 2429876.253836616 -3315255.705424143))"
454,662,1.24214,2,8,"POLYGON ((2430079.284653674 -3315390.427384831, 2430169.079105039 -3315361.139884057, 2430197.288866321 -3315508.929787996, 2430117.824750042 -3315520.194330845, 2430079.284653674 -3315390.427384831))"
455,664,2.30472,2,4,"POLYGON ((2429873.869913143 -3314960.313231173, 2429908.834124288 -3315069.349841356, 2429718.120245272 -3315113.054853423, 2429683.553354708 -3315000.413366478, 2429683.553354708 -3314998.160546625, 2429871.485989644 -3314958.06041823, 2429873.869913143 -3314960.313231173))"
456,666,1.94032,2,7,"POLYGON ((2429542.107227752 -3315026.546105063, 2429676.004263656 -3315000.413366478, 2429718.120245272 -3315133.330424056, 2429581.441965307 -3315163.518554104, 2429542.107227752 -3315026.546105063))"
457,668,0.632959,2,7,"POLYGON ((2429744.343403642 -3315227.049025463, 2429756.660341665 -3315269.853417694, 2429617.995458782 -3315299.140714124, 2429607.665123676 -3315262.644247089, 2429607.665123676 -3315255.435080458, 2429611.241008899 -3315254.533934916, 2429744.343403642 -3315227.049025463))"
458,670,6.65938,2,5,"POLYGON ((2429511.645983182 -3315030.601189861, 2429405.693828176 -3315064.393612094, 2429267.956026653 -3314757.261249135, 2429252.725404365 -3314719.715000007, 2429241.467987906 -3314714.458533721, 2429223.58856175 -3314707.700223031, 2429211.668944314 -3314703.945607504, 2429157.779159826 -3314588.594166069, 2429160.825284282 -3314578.682073593, 2429266.353630688 -3314515.695406838, 2429276.391294463 -3314522.388625743, 2429280.379047201 -3314526.057999271, 2429514.956988028 -3315023.091774547, 2429511.645983182 -3315030.601189861))"
459,671,3.85574,2,4,"POLYGON ((2429561.642156341 -3314718.183115329, 2429662.958904561 -3314992.122991335, 2429538.994883193 -3315018.255713374, 2429425.361196957 -3314769.54640525, 2429423.374594045 -3314764.590289538, 2429561.642156341 -3314718.183115329))"
460,673,1.07582,2,4,"POLYGON ((2429699.909718636 -3314667.000248039, 2429761.891729301 -3314642.219882444, 2429815.132687203 -3314787.298326005, 2429748.780150135 -3314811.628408817, 2429697.923115725 -3314669.703563486, 2429699.909718636 -3314667.000248039))"
461,674,1.12925,2,4,"POLYGON ((2429815.53000779 -3314792.705007176, 2429873.141492064 -3314948.148045881, 2429801.623787437 -3314963.016607222, 2429751.164073608 -3314817.936215441, 2429815.53000779 -3314792.705007176))"
462,675,2.51001,2,4,"POLYGON ((2429769.440820346 -3314639.516572677, 2429835.793357439 -3314619.241767202, 2429849.302257186 -3314637.714366467, 2429898.967329847 -3314783.243316612, 2429954.194890666 -3314930.125569948, 2429885.061109519 -3314947.246921497, 2429877.909339054 -3314943.64242457, 2429873.141492064 -3314935.9828719, 2429774.605987905 -3314656.637543995, 2429769.440820346 -3314639.516572677))"
463,676,4.12101,2,5,"POLYGON ((2429683.61957479 -3314281.603290577, 2429804.405031516 -3314618.610995982, 2429695.936512813 -3314660.061740933, 2429577.534979586 -3314339.272442867, 2429683.61957479 -3314281.603290577))"
464,678,4.63648,2,5,"POLYGON ((2429437.678134973 -3314424.425015172, 2429445.624546587 -3314421.271206329, 2429451.584355308 -3314421.721750401, 2429554.490385877 -3314706.018155136, 2429548.927897736 -3314712.325910867, 2429420.593349966 -3314758.552842021, 2429413.441579521 -3314748.190065475, 2429316.098037086 -3314534.178036809, 2429315.700716505 -3314523.815437946, 2429312.919472444 -3314513.452847285, 2429311.330190114 -3314506.244093405, 2429312.522151863 -3314498.134250037, 2429437.678134973 -3314424.425015172))"
465,680,0.180789,2,8,"POLYGON ((2429651.436607705 -3314211.139140086, 2429689.976704092 -3314189.963926031, 2429702.690962696 -3314211.139140086, 2429709.445412579 -3314226.006864047, 2429674.878521996 -3314247.632674493, 2429651.436607705 -3314211.139140086))"
466,681,1.88429,2,4,"POLYGON ((2429617.33325782 -3314160.528933611, 2429638.391248612 -3314197.923399627, 2429574.025314455 -3314236.219047869, 2429595.083305254 -3314275.415886212, 2429595.480625835 -3314281.723434386, 2429591.904740612 -3314285.778288386, 2429467.146078083 -3314359.216417167, 2429465.556795753 -3314356.062624029, 2429424.632775886 -3314273.613730148, 2429424.632775886 -3314268.65780225, 2429425.427417055 -3314265.053492253, 2429543.034309114 -3314198.373936015, 2429593.891343505 -3314166.836426422, 2429610.18148735 -3314160.078398527, 2429617.33325782 -3314160.528933611))"
467,682,0.718535,5,8,"POLYGON ((2421095.277435884 -3294608.743896095, 2421184.807006872 -3294648.332002868, 2421165.470738595 -3294711.613239195, 2421055.545377767 -3294663.627439666, 2421095.277435884 -3294608.743896095))"
468,684,1.52165,5,8,"POLYGON ((2421093.158392787 -3294462.088993476, 2421229.836672771 -3294542.76398296, 2421195.667102769 -3294609.643624478, 2421193.283179277 -3294609.043805549, 2421124.679158914 -3294575.753898155, 2421106.137531781 -3294599.146797249, 2421039.122793736 -3294558.059296981, 2421093.158392787 -3294462.088993476))"
469,685,0.678798,5,8,"POLYGON ((2421202.289112467 -3294624.399178621, 2421211.030165242 -3294621.999900402, 2421248.113419509 -3294631.297105947, 2421207.851600582 -3294772.675422252, 2421200.964710514 -3294780.173254054, 2421180.0391599 -3294772.075595887, 2421166.79514053 -3294755.880294526, 2421202.289112467 -3294624.399178621))"
470,687,0.636621,5,8,"POLYGON ((2421294.202606928 -3294517.451776854, 2421482.267682076 -3294653.610426113, 2421466.639739207 -3294676.103730706, 2421271.952654387 -3294533.946692355, 2421294.202606928 -3294517.451776854))"
471,688,5.94748,5,8,"POLYGON ((2421205.520653185 -3294313.99619294, 2421349.138799301 -3294231.943062645, 2421486.081959643 -3294367.378986765, 2421443.64812158 -3294407.566176737, 2421237.041419299 -3294529.328113932, 2421104.866105929 -3294450.45264179, 2421133.208307396 -3294408.165986479, 2421149.101130642 -3294384.173618386, 2421169.496920482 -3294360.481197838, 2421189.36294955 -3294337.988433025, 2421205.520653185 -3294313.99619294))"
472,689,3.58319,5,8,"POLYGON ((2421301.195449156 -3294510.254002023, 2421456.150475865 -3294427.479874598, 2421614.548947605 -3294569.635762172, 2421556.805023121 -3294656.609531164, 2421544.355644919 -3294661.108190035, 2421525.284257013 -3294649.411680175, 2421492.174208568 -3294622.719683817, 2421482.638514612 -3294620.020496195, 2421468.070093301 -3294611.023208098, 2421456.680236632 -3294607.424294588, 2421448.733825025 -3294614.92203218, 2421408.736886493 -3294590.929286932, 2421343.576311167 -3294545.943007534, 2421323.710282099 -3294532.447153729, 2421301.195449156 -3294510.254002023))"
473,691,6.11528,5,8,"POLYGON ((2421623.117828138 -3294585.171034577, 2421635.03744558 -3294588.545010257, 2421794.627879063 -3294736.25101617, 2421628.084335422 -3294881.709313252, 2421628.74653638 -3294895.43046246, 2421605.900602964 -3294930.67063805, 2421429.424044773 -3294764.217873107, 2421464.520696111 -3294707.609417362, 2421499.286246962 -3294661.498073878, 2421526.436486705 -3294674.244282737, 2421544.978113819 -3294692.613840759, 2421548.951319648 -3294693.363619178, 2421553.586726428 -3294689.239838382, 2421623.117828138 -3294585.171034577))"
474,692,2.90142,5,8,"POLYGON ((2421854.225966273 -3294730.852594867, 2422034.01352931 -3294903.678154663, 2421952.23170966 -3294985.780463642, 2421894.289124888 -3294928.046366401, 2421766.484337909 -3294798.707912624, 2421854.225966273 -3294730.852594867))"
475,693,1.30779,5,8,"POLYGON ((2421760.524529188 -3294808.830006606, 2421948.920704814 -3294994.778008128, 2421918.459460245 -3295023.27027291, 2421833.697736228 -3294939.668144816, 2421823.102520721 -3294949.040554249, 2421719.468069118 -3294845.944417858, 2421760.524529188 -3294808.830006606))"
476,694,0.27441,5,8,"POLYGON ((2421710.52835603 -3294853.817185223, 2421734.036490422 -3294869.562734105, 2421751.5848161 -3294885.683196522, 2421766.815438388 -3294901.428783551, 2421805.554195068 -3294947.915864762, 2421691.986728915 -3294882.309144608, 2421710.52835603 -3294853.817185223))"
477,695,0.668785,5,8,"POLYGON ((2421804.229793109 -3294957.288280072, 2421773.768548558 -3294999.651680617, 2421661.194383841 -3294923.547616217, 2421690.000125997 -3294886.432985961, 2421753.571419011 -3294925.796991121, 2421804.229793109 -3294957.288280072))"
478,696,0.440434,5,8,"POLYGON ((2421836.677640595 -3294955.788693179, 2421876.74079921 -3294988.404746818, 2421915.479555872 -3295028.143955973, 2421892.302521977 -3295055.136694826, 2421807.871898458 -3294988.404746818, 2421836.677640595 -3294955.788693179))"
479,697,0.310373,5,8,"POLYGON ((2421802.905391174 -3294993.278416941, 2421887.004914213 -3295058.885690717, 2421868.132186601 -3295081.004788208, 2421785.025965017 -3295016.896997801, 2421802.905391174 -3294993.278416941))"
480,698,0.894173,5,8,"POLYGON ((2421957.529317404 -3295006.024947369, 2421964.482427575 -3295005.275151124, 2422076.063290817 -3295112.496448852, 2422014.47860072 -3295143.238380775, 2421979.050848886 -3295108.372536611, 2421975.077643082 -3295095.625906986, 2421922.10156557 -3295044.264612777, 2421957.529317404 -3295006.024947369))"
481,700,1.89559,5,8,"POLYGON ((2422087.289804592 -3295123.663509795, 2422124.584963159 -3295163.972979687, 2422132.425422613 -3295178.129310922, 2422136.239700199 -3295190.846028257, 2422133.908752783 -3295201.403312363, 2422117.804025225 -3295221.318212276, 2422102.970723518 -3295236.91423929, 2421969.894816827 -3295290.420749476, 2421949.128194456 -3295178.129310922, 2422087.289804592 -3295123.663509795))"
482,701,0.343397,5,8,"POLYGON ((2422048.087507228 -3295039.685844366, 2422133.48494417 -3295112.386477833, 2422115.896886441 -3295137.57986043, 2422028.592310709 -3295062.239793267, 2422048.087507228 -3295039.685844366))"
483,702,1.78888,5,8,"POLYGON ((2422254.402841081 -3295141.070947254, 2422257.184085142 -3295130.27377452, 2422270.295664327 -3295124.425309646, 2422280.228678871 -3295123.075664271, 2422285.791167004 -3295124.425309646, 2422335.853560252 -3295188.75856627, 2422333.469636753 -3295192.807523022, 2422439.951552545 -3295335.871461718, 2422469.750596138 -3295371.412744472, 2422484.848778234 -3295385.359350016, 2422427.634614522 -3295438.896457083, 2422407.371264873 -3295415.502064159, 2422401.014135571 -3295397.956296779, 2422397.040929767 -3295383.559787171, 2422348.965139411 -3295310.677699221, 2422354.527627571 -3295303.479490231, 2422328.304469201 -3295263.439524648, 2422319.563416407 -3295245.893960164, 2422279.831358283 -3295182.460191586, 2422254.402841081 -3295141.070947254))"
484,703,3.7919,2,3,"POLYGON ((2422525.428453596 -3294693.880466466, 2422766.469606256 -3294914.692080916, 2422672.76816917 -3295022.287538688, 2422664.15955658 -3295019.288350238, 2422644.624627991 -3294981.798552308, 2422609.859077114 -3294934.936455219, 2422470.465773197 -3294779.355490327, 2422467.154768345 -3294772.982333423, 2422469.141371238 -3294767.733853583, 2422525.428453596 -3294693.880466466))"
485,704,1.9889,2,8,"POLYGON ((2422561.849506886 -3294636.672493286, 2422809.181568739 -3294868.729969046, 2422770.11171158 -3294912.592666112, 2422529.401659405 -3294690.281530281, 2422560.525104952 -3294648.294014226, 2422556.882999627 -3294641.546033078, 2422561.849506886 -3294636.672493286))"
486,706,6.61931,2,8,"POLYGON ((2422904.074967574 -3294368.480633966, 2423023.668462551 -3294386.924741041, 2423025.655065462 -3294460.25156888, 2423088.556172827 -3294543.238477774, 2422932.011863794 -3294713.287387393, 2422860.494159167 -3294651.655650243, 2422853.217933164 -3294647.394283208, 2422744.749414481 -3294545.725074387, 2422904.074967574 -3294368.480633966))"
487,707,2.29586,2,8,"POLYGON ((2423235.043011803 -3294273.111517323, 2423316.493730968 -3294349.586697447, 2423227.891241333 -3294445.856085771, 2423150.413727991 -3294378.827324994, 2423124.190569621 -3294388.724167514, 2423105.913822883 -3294373.429050403, 2423104.721861134 -3294361.28294066, 2423110.681669855 -3294328.893369522, 2423125.779851933 -3294294.254610885, 2423133.328942984 -3294275.810633754, 2423155.181574963 -3294248.369642484, 2423180.212771584 -3294267.71328612, 2423193.721671331 -3294273.561370025, 2423212.395738656 -3294285.257545643, 2423224.712676673 -3294282.108574263, 2423235.043011803 -3294273.111517323))"
488,709,1.40553,2,3,"POLYGON ((2422851.138622138 -3294202.274904031, 2422968.348193597 -3294355.974644379, 2422763.728094253 -3294327.483825193, 2422851.138622138 -3294202.274904031))"
489,710,2.20704,2,8,"POLYGON ((2423019.337668217 -3293963.106684753, 2423068.340539902 -3293990.097237889, 2423061.718530222 -3294030.583171446, 2423061.768195294 -3294041.829286205, 2423051.437860163 -3294087.263687757, 2423062.165515875 -3294116.053884833, 2423063.357477599 -3294125.500681966, 2423068.12532459 -3294145.743841563, 2423062.960157018 -3294178.582811133, 2423068.12532459 -3294190.728752169, 2423056.205707154 -3294252.808181456, 2422971.179102742 -3294144.844144911, 2422932.241685793 -3294095.360924324, 2422934.625609266 -3294080.066148338, 2423019.337668217 -3293963.106684753))"
490,712,4.58525,2,8,"POLYGON ((2422482.872108337 -3294146.043740449, 2422728.416227567 -3294331.832419918, 2422639.813737957 -3294458.242198421, 2422404.599953827 -3294272.001880731, 2422482.872108337 -3294146.043740449))"
491,713,0.552382,2,9,"POLYGON ((2422356.524163496 -3294351.44609952, 2422583.791535988 -3294539.486989234, 2422578.229047854 -3294557.031611278, 2422341.823301981 -3294364.941767602, 2422356.524163496 -3294351.44609952))"
492,714,4.30898,2,8,"POLYGON ((2422308.832449703 -3294034.489320877, 2422472.528529206 -3294136.154578013, 2422351.345751918 -3294330.940208124, 2422194.404122298 -3294223.87523224, 2422308.832449703 -3294034.489320877))"
493,715,9.0426,2,8,"POLYGON ((2422187.252351834 -3294227.923891955, 2422346.975225508 -3294342.186579699, 2422353.729675391 -3294344.885710308, 2422339.426134463 -3294368.728054741, 2422577.897947357 -3294561.717678821, 2422445.987514382 -3294744.813016865, 2422237.791529771 -3294475.794209752, 2422107.073058521 -3294352.983105458, 2422187.252351834 -3294227.923891955))"
494,716,2.99042,2,5,"POLYGON ((2422016.086645413 -3294103.765561245, 2422184.947892469 -3294218.477021242, 2422099.523967476 -3294351.18368388, 2421938.211811465 -3294203.631952416, 2422016.086645413 -3294103.765561245))"
495,717,2.2925,2,5,"POLYGON ((2421835.703101502 -3293980.957930502, 2422008.537554362 -3294099.267093, 2421933.841285081 -3294195.084799183, 2421923.510949969 -3294192.385699314, 2421780.872861289 -3294059.680638797, 2421835.703101502 -3293980.957930502))"
496,719,4.29304,2,4,"POLYGON ((2422144.818513746 -3293919.149688551, 2422300.607913674 -3294026.212184098, 2422187.7688686 -3294212.718931949, 2422018.112980382 -3294094.40874902, 2422144.818513746 -3293919.149688551))"
497,720,1.80113,2,5,"POLYGON ((2421641.492915588 -3293846.339628864, 2421812.738086137 -3293962.848212152, 2421759.894448816 -3294033.473608613, 2421588.649278286 -3293912.915835813, 2421641.492915588 -3293846.339628864))"
498,721,4.0798,2,4,"POLYGON ((2421737.644496268 -3293703.74172477, 2421746.78286963 -3293701.492558848, 2421939.483351558 -3293789.660150657, 2421819.49253602 -3293956.550424507, 2421811.546124388 -3293954.30121536, 2421651.028609551 -3293844.540276583, 2421647.452724303 -3293839.592059133, 2421647.055403742 -3293835.09368123, 2421648.247365471 -3293827.446442333, 2421710.229376155 -3293736.579590922, 2421732.479328716 -3293708.24005775, 2421737.644496268 -3293703.74172477))"
499,722,4.90096,2,8,"POLYGON ((2421516.393661024 -3293609.375300296, 2421722.082773508 -3293704.491446828, 2421579.047364241 -3293912.316048655, 2421411.103706982 -3293765.317289399, 2421516.393661024 -3293609.375300296))"
500,723,5.93967,2,4,"POLYGON ((2421904.121819832 -3293451.387707919, 2422001.862682823 -3293517.06226238, 2422003.054644572 -3293525.608975078, 2422074.572349193 -3293610.626577456, 2421946.237801441 -3293783.812281887, 2421942.264595638 -3293783.362445935, 2421744.398946151 -3293691.146400594, 2421743.206984408 -3293683.49924537, 2421904.121819832 -3293451.387707919))"
501,724,0.482854,2,8,"POLYGON ((2421934.318184006 -3293408.024688654, 2421980.010050863 -3293433.664630903, 2421989.943065387 -3293462.903222534, 2421988.751103638 -3293468.301123483, 2421996.300194689 -3293477.747455461, 2422001.862682823 -3293517.06226238, 2421905.998952737 -3293452.648997837, 2421934.318184006 -3293408.024688654))"
502,725,6.41261,2,8,"POLYGON ((2421809.956842057 -3293328.856059505, 2421863.992441109 -3293358.544239607, 2421908.095025654 -3293388.682309137, 2421914.452154937 -3293395.879470287, 2421912.068231464 -3293401.727166627, 2421906.430031672 -3293414.000590023, 2421739.224287048 -3293661.480711203, 2421545.530503665 -3293564.767234782, 2421735.466296549 -3293326.528988814, 2421759.231582612 -3293344.950450465, 2421783.260651472 -3293357.397944741, 2421802.010430425 -3293339.651753607, 2421809.956842057 -3293328.856059505))"
503,726,0.715439,2,4,"POLYGON ((2422121.853498381 -3293464.70252261, 2422165.956082907 -3293490.342575313, 2422078.942875603 -3293605.948345888, 2422042.786702708 -3293562.314920134, 2422121.853498381 -3293464.70252261))"
504,727,1.8446,2,8,"POLYGON ((2422158.406991862 -3293585.706016976, 2422236.679146366 -3293669.374511523, 2422131.389192343 -3293775.80520424, 2422038.018855717 -3293711.928691947, 2422146.090053839 -3293596.321990043, 2422158.406991862 -3293585.706016976))"
505,728,0.374819,2,5,"POLYGON ((2422005.041247483 -3293756.552250979, 2422170.723929879 -3293871.710522043, 2422159.184581004 -3293885.63742666, 2421992.326988879 -3293770.946979728, 2422005.041247483 -3293756.552250979))"
506,729,0.328052,2,5,"POLYGON ((2422176.6837386 -3293875.849041177, 2422327.6655595 -3293980.661970658, 2422318.527186118 -3293995.056944648, 2422163.969479996 -3293889.344221309, 2422176.6837386 -3293875.849041177))"
507,731,2.51019,2,8,"POLYGON ((2422609.498291834 -3293917.844087939, 2422530.365276054 -3294044.924655194, 2422366.801636761 -3293942.960208911, 2422426.068623448 -3293852.242505668, 2422447.921255433 -3293865.737661589, 2422459.178671911 -3293860.114678272, 2422508.843744572 -3293887.479886342, 2422539.636089601 -3293880.732295493, 2422609.498291834 -3293917.844087939))"
508,732,0.715667,2,8,"POLYGON ((2422363.159531417 -3293948.358306837, 2422528.378673142 -3294048.823311474, 2422506.857141661 -3294079.937628988, 2422342.631301385 -3293978.347780126, 2422363.159531417 -3293948.358306837))"
509,733,1.17169,2,3,"POLYGON ((2422341.351046179 -3293980.92187977, 2422439.621669949 -3294040.751094949, 2422505.868254876 -3294081.747010031, 2422474.215048558 -3294133.95925659, 2422309.194567145 -3294031.094431273, 2422341.351046179 -3293980.92187977))"
510,737,0.917435,2,5,"POLYGON ((2422120.215654651 -3293370.429526444, 2422154.120344257 -3293323.468211763, 2422208.95058447 -3293428.906493597, 2422169.74828712 -3293479.886625758, 2422132.135272106 -3293457.695249836, 2422099.290104038 -3293404.316147537, 2422109.212523346 -3293381.797028667, 2422120.215654651 -3293370.429526444))"
511,741,3.47382,2,4,"POLYGON ((2421312.435762637 -3293507.789085366, 2421315.084566506 -3293504.040531569, 2421318.064470879 -3293504.790242239, 2421499.17643585 -3293598.129555221, 2421503.480742151 -3293604.127284724, 2421393.886481808 -3293740.576369673, 2421370.04724693 -3293732.329406772, 2421357.465428517 -3293722.583002733, 2421344.221409141 -3293711.337160903, 2421329.984088315 -3293700.091328672, 2421323.030978139 -3293689.595227268, 2421307.469255371 -3293682.472877513, 2421231.647244443 -3293628.867947832, 2421230.985043466 -3293620.995913622, 2421237.607053164 -3293604.502142916, 2421285.94772389 -3293538.15241059, 2421312.435762637 -3293507.789085366))"
512,743,2.8124,2,9,"POLYGON ((2421659.035612567 -3293119.540797174, 2421755.385853521 -3293180.64057174, 2421717.309297817 -3293321.95831532, 2421713.004991509 -3293332.304183235, 2421513.351399424 -3293240.4661474, 2421516.331303779 -3293233.868827461, 2421570.962883698 -3293185.138725856, 2421659.035612567 -3293119.540797174))"
513,744,5.1429,2,8,"POLYGON ((2421323.961922323 -3293171.119483907, 2421486.201159701 -3293231.844650424, 2421293.831778252 -3293483.369775523, 2421139.538952526 -3293410.64815725, 2421323.961922323 -3293171.119483907))"
514,747,1.33792,2,8,"POLYGON ((2420576.337028521 -3293177.866710788, 2420606.136072113 -3293185.738479862, 2420730.298753768 -3293238.217060681, 2420693.546600005 -3293309.813176404, 2420536.273869925 -3293243.090082376, 2420576.337028521 -3293177.866710788))"
515,748,1.58145,2,9,"POLYGON ((2420741.887270731 -3293228.096175237, 2420663.747556406 -3293194.509885225, 2420758.442294947 -3293023.955829456, 2420829.628899114 -3293059.565834311, 2420741.887270731 -3293228.096175237))"
516,749,0.117526,2,8,"POLYGON ((2420853.468133992 -3293022.456462936, 2420835.919808314 -3293054.318038059, 2420784.930333713 -3293029.953297212, 2420786.254735647 -3293025.455196138, 2420853.468133992 -3293022.456462936))"
517,753,6.70516,2,9,"POLYGON ((2420357.605426513 -3293051.622920664, 2420489.250979111 -3292806.028447864, 2420594.143612572 -3292882.495099954, 2420602.090024204 -3292870.50030161, 2420701.949930298 -3292966.458994518, 2420596.262655675 -3293161.677120544, 2420357.605426513 -3293051.622920664))"
518,754,1.61178,2,9,"POLYGON ((2420443.691552464 -3292788.336226951, 2420483.4236106 -3292808.427394899, 2420339.858440542 -3293072.61411389, 2420306.748392104 -3293127.971049802, 2420302.245425527 -3293133.368813328, 2420294.563894291 -3293133.668689152, 2420267.281214357 -3293117.775280301, 2420443.691552464 -3292788.336226951))"
519,755,0.174482,2,8,"POLYGON ((2420509.646768951 -3292806.208368865, 2420517.593180584 -3292807.407842348, 2420568.185334598 -3292830.797597085, 2420604.209067301 -3292860.184783767, 2420593.305577466 -3292878.264426816, 2420509.911649347 -3292809.207052773, 2420509.646768951 -3292806.208368865))"
520,756,6.2731,2,4,"POLYGON ((2420122.821887949 -3292642.015120603, 2420291.954822473 -3292718.302253752, 2420294.179817729 -3292722.800249823, 2420287.663760191 -3292738.993048397, 2420134.298015799 -3293041.981976696, 2420004.771506298 -3292978.46887394, 2419992.037196622 -3292966.697538099, 2420122.821887949 -3292642.015120603))"
521,757,0.431903,2,8,"POLYGON ((2420239.985290423 -3292604.589675569, 2420267.003089961 -3292617.183959601, 2420274.313788661 -3292636.075408254, 2420279.081635633 -3292644.531589297, 2420283.213769672 -3292651.728343396, 2420291.795894237 -3292663.602996259, 2420303.715511673 -3292675.837498299, 2420312.933349163 -3292688.25193112, 2420312.456564448 -3292694.189272698, 2420307.847645713 -3292704.444687191, 2420219.483548429 -3292656.945992577, 2420213.762132071 -3292653.887370385, 2420227.271031818 -3292626.359802704, 2420227.588888297 -3292620.242573262, 2420229.654955317 -3292613.405673135, 2420236.806725781 -3292605.4892669, 2420239.985290423 -3292604.589675569))"
522,759,4.08291,5,4,"POLYGON ((2420212.868160753 -3293892.173212654, 2420348.48691918 -3293588.384999947, 2420452.320031077 -3293635.767102448, 2420440.930174414 -3293669.654407011, 2420410.204049468 -3293738.928726019, 2420319.085196149 -3293959.349440834, 2420212.868160753 -3293892.173212654))"
523,761,1.73599,5,5,"POLYGON ((2420004.937056538 -3293768.617831561, 2420012.088827002 -3293770.41717345, 2420105.591603793 -3293823.797761272, 2420051.026243976 -3293953.351549387, 2419947.987773222 -3293923.362133086, 2419947.987773222 -3293917.664151722, 2419947.987773222 -3293909.267131038, 2420004.937056538 -3293768.617831561))"
524,762,0.670725,5,4,"POLYGON ((2420067.713708383 -3293942.255457378, 2420163.070647901 -3293977.942921749, 2420143.204618833 -3294037.022382327, 2420043.609593116 -3294002.834235744, 2420042.020310805 -3293998.935593093, 2420058.17801444 -3293962.348387598, 2420067.713708383 -3293942.255457378))"
525,764,1.67422,5,8,"POLYGON ((2419929.446146088 -3293965.76718773, 2419936.333036175 -3293967.566556579, 2419965.204998421 -3293979.26246011, 2419977.124615856 -3293976.563404531, 2420031.160214908 -3293990.958374028, 2420023.478683672 -3294014.350233091, 2419991.428156772 -3294087.824932693, 2419964.67523763 -3294149.60397735, 2419873.821264707 -3294114.815741755, 2419929.446146088 -3293965.76718773))"
526,766,2.4988,5,8,"POLYGON ((2419704.297816693 -3293914.185385348, 2419891.038489906 -3293984.060782513, 2419847.598106356 -3294101.920126069, 2419661.916954688 -3294032.643895437, 2419704.297816693 -3293914.185385348))"
527,768,3.0667,5,8,"POLYGON ((2419782.702411407 -3293706.180820668, 2419969.707964997 -3293780.553470651, 2419918.321169814 -3293920.00332271, 2419741.116190564 -3293854.626648862, 2419726.81264963 -3293847.729128819, 2419782.702411407 -3293706.180820668))"
528,770,2.00688,5,4,"POLYGON ((2419879.648633236 -3293605.238614317, 2420025.332846378 -3293658.618531876, 2419979.773419725 -3293774.975507316, 2419975.535333526 -3293778.874083597, 2419832.515903487 -3293722.123189129, 2419868.788537339 -3293627.430239132, 2419876.999829367 -3293607.937593712, 2419879.648633236 -3293605.238614317))"
529,773,0.301954,5,4,"POLYGON ((2419847.0849006 -3294331.215305901, 2419848.078202056 -3294329.715790389, 2419911.980595549 -3294334.21433745, 2419904.034183917 -3294382.198935136, 2419846.753800122 -3294375.451090498, 2419840.793991382 -3294371.702289429, 2419847.0849006 -3294331.215305901))"
530,775,0.341104,5,4,"POLYGON ((2419845.760498666 -3294410.314991682, 2419983.498300176 -3294435.806934894, 2419978.86289339 -3294463.173340695, 2419893.770068894 -3294445.178985266, 2419861.653321912 -3294439.180872262, 2419845.760498666 -3294410.314991682))"
